报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2026,03_report_2026.csv,87,2,421,自觉接受同级人大及其常委会的监督，自觉接受人民政协的民主监督，自觉接受社会和舆论监督。,We will readily submit ourselves to the oversight of people's congresses and their standing committees at the corresponding level. We will readily accept democratic oversight from the CPPCC and readily place ourselves under public oversight and oversight through public opinion.,1,2,1-2,0.2943,43,40,0.9302,False,,无需自动清洗 | 无需自动清洗,自觉接受同级人大及其常委会的监督，自觉接受人民政协的民主监督，自觉接受社会和舆论监督。,We will readily submit ourselves to the oversight of people's congresses and their standing committees at the corresponding level. We will readily accept democratic oversight from the CPPCC and readily place ourselves under public oversight and oversight through public opinion.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,3,422,提高审计监督质效，加强财会监督和统计监督。,The quality and effectiveness of audit-based oversight will be raised and accounting oversight and statistics-based oversight will be strengthened.,1,1,1-1,0.1165,21,19,0.9048,False,,无需自动清洗 | 无需自动清洗,提高审计监督质效，加强财会监督和统计监督。,The quality and effectiveness of audit-based oversight will be raised and accounting oversight and statistics-based oversight will be strengthened.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,4,423,坚持科学、民主、依法决策。,"We will stay committed to sound, democratic, and law-based decision-making.",1,1,1-1,0.0457,13,10,0.7692,False,,无需自动清洗 | 无需自动清洗,坚持科学、民主、依法决策。,"We will stay committed to sound, democratic, and law-based decision-making.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,5,424,扎实做好政务公开工作，加强政策宣传解读。,We will take solid steps to make government affairs more transparent and improve the way we communicate and explain policies to the public.,1,1,1-1,0.3564,20,23,1.15,False,,无需自动清洗 | 无需自动清洗,扎实做好政务公开工作，加强政策宣传解读。,We will take solid steps to make government affairs more transparent and improve the way we communicate and explain policies to the public.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,6,425,健全行政复议体制机制。,The institutions and mechanisms for administrative reconsideration will be refined.,1,1,1-1,0.1213,11,10,0.9091,False,,无需自动清洗 | 无需自动清洗,健全行政复议体制机制。,The institutions and mechanisms for administrative reconsideration will be refined.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,7,426,支持工会、共青团、妇联等群团组织更好发挥作用。深化事业单位改革。,"We will support trade unions, Communist Youth League organizations, women's federations, and other people's organizations in better playing their roles, and deepen the reform of public institutions.",2,1,2-1,0.1967,32,27,0.8438,False,,无需自动清洗 | 无需自动清洗,支持工会、共青团、妇联等群团组织更好发挥作用。深化事业单位改革。,"We will support trade unions, Communist Youth League organizations, women's federations, and other people's organizations in better playing their roles, and deepen the reform of public institutions.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,8,427,健全规范涉企行政执法长效机制。,Long-term mechanisms for regulating enterprise-related administrative law enforcement will be improved.,1,1,1-1,0.0935,15,11,0.7333,False,,无需自动清洗 | 无需自动清洗,健全规范涉企行政执法长效机制。,Long-term mechanisms for regulating enterprise-related administrative law enforcement will be improved.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,9,428,以“高效办成一件事”为牵引，持续优化政务服务，加快数字政府建设。,We will promote one-stop government services to elevate overall service levels and speed up the development of a digital government.,1,1,1-1,0.2534,32,20,0.625,False,,无需自动清洗 | 无需自动清洗,以“高效办成一件事”为牵引，持续优化政务服务，加快数字政府建设。,We will promote one-stop government services to elevate overall service levels and speed up the development of a digital government.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,10,429,着力提升行政效能，沉下心来抓落实，认认真真解决问题，提高对党中央决策部署一贯到底的执行力穿透力。,"We will enhance administrative performance, prioritize policy implementation, take solid steps to solve problems, and improve our ability to fully and effectively implement the decisions and plans of the Party Central Committee. We in government at every level should keep the overall picture in mind.",1,2,1-2,0.3021,48,45,0.9375,False,,无需自动清洗 | 无需自动清洗,着力提升行政效能，沉下心来抓落实，认认真真解决问题，提高对党中央决策部署一贯到底的执行力穿透力。,"We will enhance administrative performance, prioritize policy implementation, take solid steps to solve problems, and improve our ability to fully and effectively implement the decisions and plans of the Party Central Committee. We in government at every level should keep the overall picture in mind.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,11,430,各级政府要树牢大局观，准确把握在全国发展大局中的定位，善于把国家战略、市场需求和地区优势结合起来，因地制宜探索高质量发展新模式。,"To this end, every one of us must ground our work in an accurate understanding of our respective roles in China's overall development and properly align regional advantages with national strategies and market demand to pioneer new models of high-quality development suited to local conditions.",1,1,1-1,0.1356,64,45,0.7031,False,,无需自动清洗 | 无需自动清洗,各级政府要树牢大局观，准确把握在全国发展大局中的定位，善于把国家战略、市场需求和地区优势结合起来，因地制宜探索高质量发展新模式。,"To this end, every one of us must ground our work in an accurate understanding of our respective roles in China's overall development and properly align regional advantages with national strategies and market demand to pioneer new models of high-quality development suited to local conditions.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,87,12,431,完善差异化考核评价体系，持续深化整治形式主义为基层减负，让广大干部心无旁骛抓落实、办实事。,"We will refine the differentiated performance evaluation system, keep working to rectify pointless formalities, and effectively reduce the burden on those working on the ground, so they can dedicate themselves to ensuring policy implementation and delivering solid outcomes.",1,1,1-1,0.0476,45,38,0.8444,False,,无需自动清洗 | 无需自动清洗,完善差异化考核评价体系，持续深化整治形式主义为基层减负，让广大干部心无旁骛抓落实、办实事。,"We will refine the differentiated performance evaluation system, keep working to rectify pointless formalities, and effectively reduce the burden on those working on the ground, so they can dedicate themselves to ensuring policy implementation and delivering solid outcomes.",无需自动清洗,无需自动清洗
